Title;Year;Age;IMDb;Rotten Tomatoes;Netflix;Hulu;Prime Video;Disney+
The Way of the Househusband;2021;16+;8,6;45;Tem;Não tem;Não tem;Não tem
Skylanders Academy;2016;7+;6,6;45;Tem;Não tem;Não tem;Não tem
The Fix;2018;18+;7,1;45;Tem;Não tem;Não tem;Não tem
Astronomy Club: The Sketch Show;2019;18+;7,1;45;Tem;Não tem;Não tem;Não tem
Prince of Peoria;2018;0;5,9;45;Tem;Não tem;Não tem;Não tem
Numberblocks;2017;0;8,1;45;Tem;Não tem;Não tem;Não tem
Polly Pocket;2018;7+;6,8;45;Tem;Não tem;Não tem;Não tem
All About the Washingtons;2018;0;4,5;45;Tem;Não tem;Não tem;Não tem
Archibald's Next Big Thing;2019;7+;7,8;45;Tem;Não tem;Não tem;Não tem
All Hail King Julien: Exiled;2017;7+;7,5;45;Tem;Não tem;Não tem;Não tem
Dragons: Rescue Riders;2019;7+;6,1;45;Tem;Não tem;Não tem;Não tem
21 Thunder;2017;18+;6,2;45;Tem;Não tem;Não tem;Não tem
Smoking;2018;18+;7,5;45;Tem;Não tem;Não tem;Não tem
My Only Love Song;2017;18+;6,9;45;Tem;Não tem;Não tem;Não tem
45 RPM;2019;16+;7,3;45;Tem;Não tem;Não tem;Não tem
Amazing Interiors;2018;0;6,7;45;Tem;Não tem;Não tem;Não tem
72 Dangerous Animals: Asia;2018;16+;6,6;45;Tem;Não tem;Não tem;Não tem
Mia and Me;2012;0;6,6;45;Tem;Não tem;Não tem;Não tem
Tong: Memories;2016;7+;8,1;45;Tem;Não tem;Não tem;Não tem
Transformers: Robots In Disguise;2015;0;5,9;45;Tem;Não tem;Tem;Não tem
Deaf U;2020;18+;6,4;45;Tem;Não tem;Não tem;Não tem
Brotherhood;2019;16+;7,6;45;Tem;Não tem;Tem;Não tem
Lost Song;2018;16+;7,2;45;Tem;Não tem;Não tem;Não tem
Izzy's Koala World;2020;0;8;45;Tem;Não tem;Não tem;Não tem
True and the Rainbow Kingdom;2017;0;7,1;45;Tem;Não tem;Não tem;Não tem
Power Rangers Ninja Steel;2017;7+;6;45;Tem;Não tem;Não tem;Não tem
LEGO Jurassic World: Legend of Isla Nublar;2019;0;6,8;45;Tem;Não tem;Não tem;Não tem
Silvana Sin Lana;2016;16+;7,5;45;Tem;Não tem;Não tem;Não tem
Buddy Thunderstruck;2017;7+;7,8;45;Tem;Não tem;Não tem;Não tem
Inside the Criminal Mind;2018;18+;5,5;45;Tem;Tem;Não tem;Não tem
Late Night Restaurant;2015;16+;7,9;45;Tem;Não tem;Não tem;Não tem
Holiday Secrets;2019;16+;6,5;44;Tem;Não tem;Não tem;Não tem
Historical Roasts;2019;18+;5,3;44;Tem;Não tem;Não tem;Não tem
Twelve Forever;2019;7+;6,7;44;Tem;Não tem;Não tem;Não tem
Age of Tanks;2019;18+;7,3;44;Tem;Não tem;Não tem;Não tem
Best Leftovers Ever!;2020;0;5,7;44;Tem;Não tem;Não tem;Não tem
Rhyme Time Town;2020;0;7,5;44;Tem;Não tem;Não tem;Não tem
Go Dog Go;2021;0;7,4;44;Tem;Não tem;Não tem;Não tem
Samantha!;2018;7+;6,7;44;Tem;Não tem;Não tem;Não tem
Mighty Little Bheem;2019;0;6,7;44;Tem;Não tem;Não tem;Não tem
Horrid Henry;2006;7+;6,4;44;Tem;Não tem;Tem;Não tem
The Ollie & Moon Show;2017;0;8,3;44;Tem;Não tem;Não tem;Não tem
Dinotrux;2015;7+;6,9;44;Tem;Não tem;Não tem;Não tem
Some Assembly Required;2014;0;3,7;44;Tem;Não tem;Tem;Não tem
Beyblade Burst Rise;2020;7+;6,5;44;Tem;Não tem;Não tem;Não tem
Keeping Up with the Joneses;2010;7+;8,8;44;Tem;Não tem;Não tem;Não tem
Rainbow Rangers;2018;0;5,4;44;Tem;Não tem;Não tem;Não tem
Dollar;2019;18+;6,7;44;Tem;Não tem;Não tem;Não tem
First and Last;2018;18+;6,7;44;Tem;Não tem;Não tem;Não tem
HjÃ¸rdis;2015;0;7,2;44;Tem;Não tem;Não tem;Não tem
Buried by the Bernards;2021;16+;7,3;44;Tem;Não tem;Não tem;Não tem
Kevin Hart: Don't F**k This Up;2019;18+;6,5;44;Tem;Não tem;Não tem;Não tem
LEGO City Adventures;2019;7+;7;44;Tem;Não tem;Tem;Não tem
Nature's Weirdest Events;2012;0;6,9;44;Tem;Não tem;Não tem;Não tem
Dragon Pilot: Hisone and Masotan;2018;16+;6,9;44;Tem;Não tem;Não tem;Não tem
Talking Tom and Friends;2014;7+;6,3;44;Tem;Não tem;Não tem;Não tem
Coach Snoop;2016;0;6,9;44;Tem;Não tem;Não tem;Não tem
Hero Mask;2018;16+;6,2;44;Tem;Não tem;Não tem;Não tem
Emily's Wonder Lab;2020;0;8,6;44;Tem;Não tem;Não tem;Não tem
The Ghost Bride;2020;18+;6;44;Tem;Não tem;Não tem;Não tem
Chief of Staff;2019;16+;7,9;44;Tem;Não tem;Não tem;Não tem
Three Days of Christmas;2019;18+;6,8;44;Tem;Não tem;Não tem;Não tem
Homemade;2020;16+;6;44;Tem;Não tem;Não tem;Não tem
Ingress: The Animation;2018;0;6,6;44;Tem;Não tem;Não tem;Não tem
Exhibit A;2019;18+;6,2;44;Tem;Não tem;Tem;Não tem
Apache: La vida de Carlos Tevez;2019;18+;7,9;44;Tem;Não tem;Não tem;Não tem
Home: Adventures with Tip & Oh;2016;7+;6;43;Tem;Não tem;Não tem;Não tem
Hotel Transylvania;2017;7+;5,5;43;Tem;Não tem;Não tem;Não tem
The Garden of Heaven;2011;16+;8,7;43;Tem;Não tem;Não tem;Não tem
Barbie Dreamhouse Adventures;2018;0;6,8;43;Tem;Não tem;Não tem;Não tem
Hidden Worlds;2018;0;7,2;43;Tem;Não tem;Não tem;Não tem
A Boy Named Flora A;2017;18+;7,8;43;Tem;Não tem;Não tem;Não tem
The Idhun Chronicles;2020;16+;5,4;43;Tem;Não tem;Não tem;Não tem
44 Cats;2018;7+;6,1;43;Tem;Não tem;Não tem;Não tem
72 Dangerous Places to Live;2016;18+;6,2;43;Tem;Não tem;Não tem;Não tem
Turbo FAST;2013;7+;6,5;43;Tem;Não tem;Não tem;Não tem
Legend Quest;2017;7+;7,4;43;Tem;Não tem;Não tem;Não tem
Dinosaur King;2007;7+;5,7;43;Tem;Não tem;Não tem;Não tem
Once Upon a Time in Lingjian Mountain;2019;0;7,7;43;Tem;Não tem;Não tem;Não tem
Take My Brother Away;2018;0;7,1;43;Tem;Não tem;Não tem;Não tem
The Rap Game;2016;7+;5,7;43;Tem;Não tem;Não tem;Não tem
Basketball or Nothing;2019;7+;7,5;43;Tem;Não tem;Não tem;Não tem
Go! Go! Cory Carson;2020;0;8,1;43;Tem;Não tem;Não tem;Não tem
Super Monsters;2017;0;6,5;43;Tem;Não tem;Não tem;Não tem
How to Ruin Christmas: The Wedding;2020;18+;6,2;43;Tem;Não tem;Não tem;Não tem
ReBoot: The Guardian Code;2018;7+;3,8;43;Tem;Não tem;Não tem;Não tem
Hoff the Record;2015;16+;7;43;Tem;Não tem;Tem;Não tem
Larry Charles' Dangerous World of Comedy;2019;18+;7,3;43;Tem;Não tem;Não tem;Não tem
Triad Princess;2019;18+;6,9;43;Tem;Não tem;Não tem;Não tem
Apaches;2015;18+;7;43;Tem;Não tem;Não tem;Não tem
Followers;2020;18+;6,2;42;Tem;Não tem;Não tem;Não tem
13 Reasons Why: Beyond the Reasons;2017;18+;6,4;42;Tem;Não tem;Não tem;Não tem
Cupcake & Dino - General Services;2018;7+;7,8;42;Tem;Não tem;Não tem;Não tem
Ice Fantasy;2016;16+;7,1;42;Tem;Não tem;Não tem;Não tem
Revolutionary Love;2017;7+;7,1;42;Tem;Não tem;Não tem;Não tem
Sunny Bunnies;2015;0;6,8;42;Tem;Não tem;Não tem;Não tem
Stretch Armstrong & the Flex Fighters;2017;7+;6,5;42;Tem;Não tem;Não tem;Não tem
Simon;2016;0;7,3;42;Tem;Não tem;Não tem;Não tem
Zig and Sharko;2010;0;6,9;42;Tem;Não tem;Não tem;Não tem
The Octonauts;2010;0;6,4;42;Tem;Não tem;Não tem;Não tem
Westside;2018;16+;6,2;42;Tem;Não tem;Tem;Não tem
Alien TV;2020;7+;6,2;42;Tem;Não tem;Não tem;Não tem
VeggieTales in the City;2017;0;6;42;Tem;Não tem;Não tem;Não tem
Love O2O;2016;16+;8;42;Tem;Não tem;Não tem;Não tem
Upin & Ipin;2007;0;5,8;42;Tem;Não tem;Não tem;Não tem
Follow This;2018;18+;4,9;42;Tem;Não tem;Não tem;Não tem
Living Undocumented;2019;18+;6,6;42;Tem;Não tem;Não tem;Não tem
Fate/Extra Last Encore;2018;18+;5,4;42;Tem;Não tem;Não tem;Não tem
Alphablocks;2010;0;7,8;42;Tem;Não tem;Não tem;Não tem
Puerta 7;2020;18+;5,7;42;Tem;Não tem;Não tem;Não tem
We Speak Dance;2018;7+;7,6;42;Tem;Não tem;Não tem;Não tem
Racket Boys;2021;16+;1,1;42;Tem;Não tem;Não tem;Não tem
Heidi;2015;0;7,2;42;Tem;Não tem;Tem;Não tem
Centaurworld;2021;7+;7,1;42;Tem;Não tem;Não tem;Não tem
Magmel of the Sea Blue;2019;7+;6,2;41;Tem;Não tem;Não tem;Não tem
The Legend of White Snake;2019;0;7,7;41;Tem;Não tem;Não tem;Não tem
Last Hope;2018;16+;5,8;41;Tem;Não tem;Não tem;Não tem
Death by Magic;2018;7+;6,1;41;Tem;Não tem;Não tem;Não tem
Welcome to the Family;2018;16+;6,7;41;Tem;Não tem;Não tem;Não tem
Motown Magic;2018;0;7,7;41;Tem;Não tem;Não tem;Não tem
Gormiti;2018;7+;6;41;Tem;Não tem;Não tem;Não tem
Takki;2012;0;7,1;41;Tem;Não tem;Não tem;Não tem
Angelina Ballerina: The Next Steps;2009;0;4,9;41;Tem;Não tem;Não tem;Não tem
The Casketeers;2018;16+;7,5;41;Tem;Não tem;Não tem;Não tem
Spectros;2020;18+;4,7;41;Tem;Não tem;Não tem;Não tem
My Runway;2016;7+;6,4;41;Tem;Não tem;Não tem;Não tem
LEGO Marvel Avengers: Climate Conundrum;2020;7+;7;41;Tem;Não tem;Não tem;Não tem
The Haunted House;2016;7+;8,4;40;Tem;Não tem;Não tem;Não tem
Oddbods (Shorts);2015;7+;6,4;40;Tem;Não tem;Não tem;Não tem
Cleo & Cuquin;2018;7+;8;40;Tem;Não tem;Não tem;Não tem
Inspector Gadget;2015;0;4,6;40;Tem;Não tem;Não tem;Tem
Magic for Humans Spain;2021;18+;6,4;40;Tem;Não tem;Não tem;Não tem
The Qin Empire;2009;7+;8,1;40;Tem;Não tem;Não tem;Não tem
The Comedy Lineup;2018;18+;5,9;40;Tem;Não tem;Não tem;Não tem
Charlie's Colorforms City;2019;0;7,1;40;Tem;Não tem;Não tem;Não tem
Cloudy with a Chance of Meatballs;2017;0;3,3;40;Tem;Não tem;Não tem;Não tem
Absurd Planet;2020;7+;3,9;40;Tem;Não tem;Não tem;Não tem
Mighty Express;2020;0;5;40;Tem;Não tem;Não tem;Não tem
Children of Adam;2020;18+;7,9;40;Tem;Não tem;Não tem;Não tem
Nowhere Man;2019;18+;5,6;40;Tem;Não tem;Não tem;Não tem
Club de Cuervos Presents: The Ballad of Hugo SÃ¡nchez;2018;18+;6,5;40;Tem;Não tem;Não tem;Não tem
Mob Psycho 100;2018;0;5,2;40;Tem;Não tem;Não tem;Não tem
Lego Bionicle: The Journey to One;2016;7+;5,5;40;Tem;Não tem;Não tem;Não tem
Back Street Girls: Goku Dolls;2018;18+;6,7;40;Tem;Não tem;Não tem;Não tem
The Iliza Shlesinger Sketch Show;2020;18+;5;40;Tem;Não tem;Não tem;Não tem
Becoming Champions;2018;0;6,7;40;Tem;Não tem;Não tem;Não tem
Bakugan: Battle Planet;2018;0;4,9;40;Tem;Não tem;Não tem;Não tem
The Writer;2019;7+;6,6;40;Tem;Não tem;Não tem;Não tem
Robot Trains;2017;0;6,2;40;Tem;Não tem;Tem;Não tem
Pororo the Little Penguin;2003;0;6;40;Tem;Tem;Tem;Não tem
H2O - Abenteuer Meerjungfrau;2015;7+;5,6;40;Tem;Não tem;Não tem;Não tem
The Fierce Wife;2010;16+;6,8;40;Tem;Não tem;Não tem;Não tem
Eugenie Nights - Ù„ÙŠØ§Ù„ÙŠ Ø£ÙˆØ¬ÙŠÙ†ÙŠ;2018;16+;7,4;40;Tem;Não tem;Não tem;Não tem
Tiny Creatures;2020;7+;4,9;40;Tem;Não tem;Não tem;Não tem
Standup and Away! with Brian Regan;2018;16+;5,8;40;Tem;Não tem;Não tem;Não tem
Black Crows;2018;18+;5,6;40;Tem;Não tem;Não tem;Não tem
Yummy Mummies;2017;7+;4,1;40;Tem;Não tem;Não tem;Não tem
revisions;2019;18+;6;40;Tem;Não tem;Não tem;Não tem
Green Door;2019;18+;6,3;40;Tem;Não tem;Não tem;Não tem
Million Dollar Beach House;2020;18+;4,1;40;Tem;Não tem;Não tem;Não tem
I Hear You;2019;0;7,8;40;Tem;Não tem;Não tem;Não tem
Littlest Pet Shop: A World of Our Own;2018;0;6,8;39;Tem;Não tem;Não tem;Não tem
Spy Kids: Mission Critical;2018;0;4,9;39;Tem;Não tem;Não tem;Não tem
Dino Girl Gauko;2019;7+;6,7;39;Tem;Não tem;Não tem;Não tem
Hasmukh;2020;18+;5,3;39;Tem;Não tem;Não tem;Não tem
Here to Heart;2018;7+;7,4;39;Tem;Não tem;Não tem;Não tem
The Good Bandit;2019;18+;7,8;39;Tem;Não tem;Não tem;Não tem
Wait, My Youth;2019;0;8,6;39;Tem;Não tem;Não tem;Não tem
Locombianos;2021;18+;3,6;39;Tem;Não tem;Não tem;Não tem
Rainbow Ruby;2016;0;6,6;39;Tem;Não tem;Não tem;Não tem
Justin Time;2011;0;6,7;39;Tem;Não tem;Não tem;Não tem
Fugitiva;2018;18+;5,7;39;Tem;Não tem;Não tem;Não tem
Flinch;2019;7+;4,3;39;Tem;Não tem;Não tem;Não tem
Larva;2011;0;7,2;39;Tem;Não tem;Não tem;Não tem
StoryBots Super Songs;2016;0;8,5;39;Tem;Não tem;Não tem;Não tem
VeggieTales In The House;2014;0;4,4;39;Tem;Não tem;Não tem;Não tem
LEGO Jurassic World: The Secret Exhibit;2018;7+;6,3;39;Tem;Não tem;Não tem;Não tem
Strong;2016;7+;7,5;39;Tem;Não tem;Não tem;Não tem
The American Bible Challenge;2012;0;6,4;39;Tem;Não tem;Não tem;Não tem
GAME ON: A Comedy Crossover Event;2020;0;5,7;39;Tem;Não tem;Não tem;Não tem
ID-0;2017;16+;6,1;39;Tem;Não tem;Não tem;Não tem
Tijuana;2019;16+;7,1;39;Tem;Não tem;Não tem;Não tem
Dinotrux: Supercharged;2017;7+;7,2;39;Tem;Não tem;Não tem;Não tem
The Jungle Book;2010;0;4,2;39;Tem;Não tem;Não tem;Tem
Rhyme Time Town Singalongs;2020;0;8,3;39;Tem;Não tem;Não tem;Não tem
Transformers: Rescue Bots Academy;2019;0;6,6;39;Tem;Não tem;Não tem;Não tem
Noddy, Toyland Detective;2016;0;6,2;39;Tem;Não tem;Não tem;Não tem
Ricky Zoom;2019;0;6,5;39;Tem;Não tem;Não tem;Não tem
Popples;1986;0;6,5;39;Tem;Não tem;Não tem;Não tem
Edgar Rice Burroughs' Tarzan and Jane;2017;7+;4,8;39;Tem;Não tem;Não tem;Não tem
Chico Bon Bon: Monkey with a Tool Belt;2020;0;6,3;39;Tem;Não tem;Não tem;Não tem
Boca Juniors Confidential;2018;0;6,4;38;Tem;Não tem;Não tem;Não tem
ZOIDS WILD;2018;7+;5,8;38;Tem;Não tem;Não tem;Não tem
Holiday Home Makeover with Mr. Christmas;2020;0;5,7;38;Tem;Não tem;Não tem;Não tem
Nailed It! Mexico;2019;0;6,1;38;Tem;Não tem;Não tem;Não tem
Cabins in the Wild with Dick Strawbridge;2017;7+;6,8;38;Tem;Não tem;Não tem;Não tem
Best.Worst.Weekend.Ever.;2018;7+;6,4;38;Tem;Não tem;Não tem;Não tem
Fangbone!;2016;7+;5,7;38;Tem;Não tem;Não tem;Não tem
Pinky Malinky;2019;7+;5,7;38;Tem;Não tem;Não tem;Não tem
Extreme Engagement;2019;18+;5,7;38;Tem;Não tem;Não tem;Não tem
Care Bears and Cousins;2015;0;6,8;38;Tem;Não tem;Não tem;Não tem
The In-Laws;2003;13+;5,7;38;Tem;Não tem;Não tem;Não tem
Hong Kong West Side Stories;2019;18+;7,3;38;Tem;Não tem;Não tem;Não tem
Life Plan A and B;2017;7+;7,6;38;Tem;Não tem;Não tem;Não tem
Empire Games;2018;7+;5,7;38;Tem;Não tem;Não tem;Não tem
J-Style Trip;2020;16+;5,4;37;Tem;Não tem;Não tem;Não tem
Kong: King of the Apes;2016;7+;5,8;37;Tem;Não tem;Não tem;Não tem
Word Party;2016;0;5,9;37;Tem;Não tem;Não tem;Não tem
Power Players;2019;7+;6;37;Tem;Não tem;Não tem;Não tem
The Outsiders;2004;16+;7,4;37;Tem;Não tem;Não tem;Não tem
Nailed It! France;2019;16+;6,4;37;Tem;Não tem;Não tem;Não tem
Richie Rich;2015;0;3,3;37;Tem;Não tem;Não tem;Não tem
Justice;2019;7+;5,2;37;Tem;Não tem;Não tem;Não tem
Bookmarks: Celebrating Black Voices;2020;0;4,9;37;Tem;Não tem;Não tem;Não tem
Meet the Adebanjos;2012;7+;7,6;37;Tem;Não tem;Não tem;Não tem
LEGO Friends: The Power of Friendship;2016;7+;6;36;Tem;Não tem;Não tem;Não tem
True Tunes;2019;0;8;36;Tem;Não tem;Não tem;Não tem
Dreamworks Spooky Stories;2012;7+;6,7;36;Tem;Não tem;Não tem;Não tem
Little Baby Bum: Nursery Rhyme Friends;2016;0;6,7;36;Tem;Não tem;Não tem;Não tem
28 Faces of the Moon;2016;7+;5,5;36;Tem;Não tem;Não tem;Não tem
Harvey Street Kids;2018;7+;6,6;36;Tem;Não tem;Não tem;Não tem
Buddi;2020;0;6,9;36;Tem;Não tem;Não tem;Não tem
Edha;2018;18+;4,8;36;Tem;Não tem;Não tem;Não tem
The Degenerates;2018;18+;6,2;36;Tem;Não tem;Não tem;Não tem
Chasing Cameron;2016;7+;3,7;36;Tem;Não tem;Não tem;Não tem
Chip and Potato;2018;0;6,2;36;Tem;Não tem;Não tem;Não tem
YG Future Strategy Office;2018;18+;7;35;Tem;Não tem;Não tem;Não tem
Kid-E-Cats;2017;0;7,4;35;Tem;Não tem;Não tem;Não tem
Bo on the Go!;2007;0;4;35;Tem;Não tem;Não tem;Não tem
Ð¢Ð¾Ð±Ð¾Ñ‚;2010;7+;6,6;35;Tem;Não tem;Tem;Não tem
In The Bosom of a Thorn;2019;16+;7,3;35;Tem;Não tem;Não tem;Não tem
YooHoo to the Rescue;2019;0;6,6;35;Tem;Não tem;Não tem;Não tem
Styling Hollywood;2019;16+;7,3;35;Tem;Não tem;Não tem;Não tem
Trotro;2006;0;6;35;Tem;Não tem;Não tem;Não tem
Masha's Spooky Stories;2014;0;5;35;Tem;Não tem;Não tem;Não tem
The Goop Lab;2020;18+;2,5;35;Tem;Não tem;Não tem;Não tem
Kulipari: An Army of Frogs;2016;7+;7;35;Tem;Não tem;Não tem;Não tem
Happy Jail;2019;18+;8;34;Tem;Não tem;Não tem;Não tem
Luo Bao Bei;2018;0;7,6;34;Tem;Não tem;Não tem;Não tem
Lavender;2001;16+;6,6;34;Tem;Não tem;Não tem;Não tem
KO One;2005;7+;5,4;34;Tem;Não tem;Não tem;Não tem
Kulipari: Dream Walker;2018;0;7,6;34;Tem;Não tem;Não tem;Não tem
K.O.3an Guo;2009;16+;5,3;34;Tem;Não tem;Não tem;Não tem
Morphle;2019;0;4,9;34;Tem;Tem;Não tem;Não tem
Hello Ninja;2019;0;6,6;34;Tem;Não tem;Não tem;Não tem
Llama Llama;2018;0;6,5;33;Tem;Não tem;Não tem;Não tem
Part-Time Idol;2017;7+;7;33;Tem;Não tem;Não tem;Não tem
The Sound of Your Heart: Reboot;2018;7+;5,9;33;Tem;Não tem;Não tem;Não tem
Ponysitters Club;2018;0;7,1;33;Tem;Não tem;Não tem;Não tem
Bottersnikes & Gumbles;2016;7+;5,2;32;Tem;Não tem;Não tem;Não tem
Shopkins;2014;0;3,8;32;Tem;Não tem;Não tem;Não tem
Dennis & Gnasher Unleashed!;2017;0;7,4;31;Tem;Não tem;Não tem;Não tem
Luna Petunia Return to Amazia;2018;0;4,8;31;Tem;Não tem;Não tem;Não tem
Luna Petunia;2016;0;6,3;31;Tem;Não tem;Não tem;Não tem
Jimmy: The True Story of a True Idiot;2018;0;6,8;31;Tem;Não tem;Não tem;Não tem
Jusqu'Ã  l'Aube;2020;18+;2,7;31;Tem;Não tem;Não tem;Não tem
Droppin' Cash: Los Angeles;2018;16+;3,5;30;Tem;Não tem;Não tem;Não tem
Robozuna;2018;7+;6,3;30;Tem;Não tem;Não tem;Não tem
Lucky Days;2010;7+;7;30;Tem;Não tem;Não tem;Não tem
Stunt Science;2018;18+;5;30;Tem;Não tem;Não tem;Não tem
Bangkok Buddies;2019;0;6,8;29;Tem;Não tem;Não tem;Não tem
The Year of Happiness and Love;2009;7+;5,2;29;Tem;Não tem;Não tem;Não tem
Kibaoh Klashers;2017;7+;6,3;27;Tem;Não tem;Não tem;Não tem
Rick and Morty;2013;18+;9,2;100;Não tem;Tem;Não tem;Não tem
Seinfeld;1989;16+;8,8;93;Não tem;Tem;Não tem;Não tem
Vikings;2013;18+;8,5;92;Não tem;Tem;Tem;Não tem
Fargo;2014;18+;8,9;92;Não tem;Tem;Não tem;Não tem
Brooklyn Nine-Nine;2013;16+;8,4;92;Não tem;Tem;Não tem;Não tem
Lost;2004;16+;8,3;91;Não tem;Tem;Não tem;Não tem
Parks and Recreation;2009;16+;8,6;91;Não tem;Tem;Não tem;Não tem
The Simpsons;1989;7+;8,6;91;Não tem;Tem;Não tem;Tem
It's Always Sunny in Philadelphia;2005;18+;8,8;90;Não tem;Tem;Não tem;Não tem
Firefly;2002;16+;9;90;Não tem;Tem;Não tem;Não tem
My Hero Academia;2016;16+;8,4;90;Não tem;Tem;Não tem;Não tem
How I Met Your Mother;2005;16+;8,3;90;Não tem;Tem;Tem;Não tem
Modern Family;2009;7+;8,4;90;Não tem;Tem;Não tem;Não tem
The Handmaid's Tale;2017;18+;8,4;90;Não tem;Tem;Não tem;Não tem
Twin Peaks;1990;18+;8,8;89;Não tem;Tem;Não tem;Não tem
Homeland;2011;18+;8,3;89;Não tem;Tem;Não tem;Não tem
Gravity Falls;2012;7+;8,9;88;Não tem;Tem;Não tem;Tem
Futurama;1999;16+;8,4;88;Não tem;Tem;Não tem;Não tem
Sons of Anarchy;2008;18+;8,5;88;Não tem;Tem;Não tem;Não tem
The X-Files;1993;18+;8,6;87;Não tem;Tem;Não tem;Não tem
Line of Duty;2012;18+;8,7;87;Não tem;Tem;Tem;Não tem
Justified;2010;18+;8,6;87;Não tem;Tem;Não tem;Não tem
This Is Us;2016;16+;8,7;87;Não tem;Tem;Tem;Não tem
Freaks and Geeks;1999;16+;8,7;87;Não tem;Tem;Não tem;Não tem
Prison Break;2005;16+;8,3;87;Não tem;Tem;Tem;Não tem
Scrubs;2001;16+;8,3;87;Não tem;Tem;Tem;Não tem
What We Do in the Shadows;2019;18+;8,5;87;Não tem;Tem;Não tem;Não tem
Archer;2009;18+;8,6;86;Não tem;Tem;Não tem;Não tem
Killing Eve;2018;16+;8,2;86;Não tem;Tem;Não tem;Não tem
Adventure Time;2010;7+;8,6;86;Não tem;Tem;Não tem;Não tem
24;2001;16+;8,3;86;Não tem;Tem;Não tem;Não tem
The Twilight Zone;1959;7+;9;86;Não tem;Tem;Não tem;Não tem
Buffy the Vampire Slayer;1997;16+;8,2;86;Não tem;Tem;Tem;Não tem
White Collar;2009;7+;8,2;85;Não tem;Tem;Não tem;Não tem
Teen Wolf;2011;16+;7,6;85;Não tem;Tem;Tem;Não tem
The Shield;2002;18+;8,7;85;Não tem;Tem;Não tem;Não tem
Bob's Burgers;2011;16+;8,1;85;Não tem;Tem;Não tem;Não tem
30 Rock;2006;16+;8,2;84;Não tem;Tem;Tem;Não tem
Legion;2017;18+;8,2;84;Não tem;Tem;Não tem;Não tem
Atlanta;2016;18+;8,6;84;Não tem;Tem;Não tem;Não tem
The Office;2001;16+;8,5;84;Não tem;Tem;Tem;Não tem
Frasier;1993;7+;8,1;83;Não tem;Tem;Não tem;Não tem
Pretty Little Liars;2010;16+;7,4;83;Não tem;Tem;Não tem;Não tem
Mr Inbetween;2018;18+;8,6;83;Não tem;Tem;Não tem;Não tem
Friday Night Lights;2006;7+;8,6;83;Não tem;Tem;Tem;Não tem
Taboo;2017;18+;8,4;83;Não tem;Tem;Não tem;Não tem
Pride and Prejudice;1995;0;8,8;83;Não tem;Tem;Não tem;Não tem
Normal People;2020;16+;8,5;83;Não tem;Tem;Não tem;Não tem
Black Sails;2014;18+;8,2;83;Não tem;Tem;Não tem;Não tem
Elementary;2012;16+;7,9;83;Não tem;Tem;Não tem;Não tem
Veronica Mars;2004;16+;8,3;83;Não tem;Tem;Não tem;Não tem
11.22.63;2016;18+;8,2;83;Não tem;Tem;Não tem;Não tem
Nathan For You;2013;16+;8,9;82;Não tem;Tem;Não tem;Não tem
Mr. Bean;1990;0;8,5;82;Não tem;Tem;Tem;Não tem
Bones;2005;16+;7,8;82;Não tem;Tem;Tem;Não tem
The Killing;2011;18+;8,2;82;Não tem;Tem;Não tem;Não tem
Naruto ShippÅ«den;2007;7+;8,6;82;Não tem;Tem;Não tem;Não tem
Burn Notice;2007;7+;7,9;82;Não tem;Tem;Tem;Não tem
Cosmos;2014;0;9,3;82;Não tem;Tem;Tem;Tem
Family Guy;1999;16+;8,1;82;Não tem;Tem;Não tem;Não tem
Cheers;1982;7+;7,9;82;Não tem;Tem;Tem;Não tem
DAVE;2020;18+;8,3;82;Não tem;Tem;Não tem;Não tem
Misfits;2009;18+;8,2;81;Não tem;Tem;Não tem;Não tem
Peep Show;2003;18+;8,6;81;Não tem;Tem;Tem;Não tem
Criminal Minds;2005;16+;8;81;Não tem;Tem;Não tem;Não tem
Superstore;2015;16+;7,8;81;Não tem;Tem;Não tem;Não tem
Lie to Me;2009;16+;8;81;Não tem;Tem;Não tem;Não tem
The Orville;2017;16+;8;80;Não tem;Tem;Não tem;Não tem
Preacher;2016;18+;8;80;Não tem;Tem;Tem;Não tem
12 Monkeys;2015;16+;7,7;80;Não tem;Tem;Não tem;Não tem
Dirk Gently's Holistic Detective Agency;2016;16+;8,3;80;Não tem;Tem;Não tem;Não tem
Smallville;2001;7+;7,5;80;Não tem;Tem;Não tem;Não tem
RuPaul's Drag Race;2009;16+;8,4;80;Não tem;Tem;Não tem;Não tem
Fear the Walking Dead;2015;18+;6,9;80;Não tem;Tem;Não tem;Não tem
Love, Victor;2020;16+;8,1;80;Não tem;Tem;Não tem;Não tem
Cowboy Bebop;1998;16+;8,9;80;Não tem;Tem;Não tem;Não tem
Blue Bloods;2010;16+;7,6;80;Não tem;Tem;Não tem;Não tem
Inside No. 9;2014;18+;8,5;80;Não tem;Tem;Não tem;Não tem
Parenthood;2010;7+;8,2;79;Não tem;Tem;Não tem;Não tem
Desperate Housewives;2004;7+;7,5;79;Não tem;Tem;Não tem;Não tem
Broad City;2014;18+;8,4;79;Não tem;Tem;Não tem;Não tem
Boston Legal;2004;16+;8,4;79;Não tem;Tem;Não tem;Não tem
Revenge;2011;18+;7,8;79;Não tem;Tem;Não tem;Não tem
Samurai Champloo;2004;18+;8,5;79;Não tem;Tem;Não tem;Não tem
Workaholics;2011;16+;8,1;79;Não tem;Tem;Tem;Não tem
